"","gamma","b","m","pt_shape","ft_t_shape","ft_t_theta","gt_t_shape","gt_t_theta","ATE_t","ATE_t_empirical","ASPNC_t","ASPNC_t_empirical","AvgTau_t","tau_t_shape","tau_t_theta","beta_t0","beta_t1","beta_t2","alpha_t0","alpha_t1","alpha_t2","p","q","ft_w_shape","ft_w_theta","gt_w_shape","gt_w_theta","beta_w0","beta_w1","beta_w2","alpha_w0","alpha_w1","alpha_w2","ATE_w","ATE_w_empirical","ASPNC_w","ASPNC_w_empirical","AvgTau_w","tau_w_shape","tau_w_theta","p_w","q_w","n","AvgTau_tw_ratio","power_unadj","power_adj","typeierror_unadj","typeierror_adj"
"216",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",-0.2,0.147672857651773,0.0212635196618772,-0.000685919989092811,-1.20397280432593,0,0,3,3,"quadratic_theta",0.3,"quadratic_theta",0,0.147700236729216,0.0212674619946848,-0.000686047161118866,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.75,"sine",-0.2,3,3,58,0.8,0.7125,0.6855,0.045,0.0365
"227",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0.3,1.3,1.29999999999094,0.3,0.299999999999398,0.6,"sine",-0.2,0.169975727064817,0.0051769256974056,NA,-1.6312616455079,0.0255550127233613,NA,2,2,"linear_theta",-0.3,"linear_theta",0.3,0.170157979190292,0.00518247652356221,NA,-1.6293724119626,0.0255254163753932,NA,1.3,1.29999999999107,0.3,0.299999999999428,0.75,"sine",-0.2,2,2,47,0.8,0.712,0.6865,0.0525,0.0445
"229",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999398,0.6,"sine",-0.2,0.262364264467491,NA,NA,-1.6312616455079,0.0255550127233613,NA,1,2,"constant",0,"linear_theta",0.3,0.262364264467491,NA,NA,-1.6293724119626,0.0255254163753932,NA,1.3,1.3,0.3,0.299999999999428,0.75,"sine",-0.2,1,2,41,0.8,0.724,0.706,0.054,0.0495
"230",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999398,0.6,"sine",-0.2,0.262364264467491,0,NA,-1.6312616455079,0.0255550127233613,NA,2,2,"linear_theta",0,"linear_theta",0.3,0.262364264467491,0,NA,-1.6293724119626,0.0255254163753932,NA,1.3,1.3,0.3,0.299999999999428,0.75,"sine",-0.2,2,2,50,0.8,0.715,0.6895,0.05,0.041
"233",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999398,0.6,"sine",-0.2,0.361096920441551,-0.00565687081631672,NA,-1.6312616455079,0.0255550127233613,NA,2,2,"linear_theta",0.3,"linear_theta",0.3,0.360672025018314,-0.00565021449114853,NA,-1.6293724119626,0.0255254163753932,NA,1.3,1.3,0.3,0.299999999999428,0.75,"sine",-0.2,2,2,51,0.8,0.7165,0.6985,0.049,0.0435
"236",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0.3,1.3,1.29999999999343,0.3,0.299999999999088,0.6,"sine",-0.2,0.175716864439802,0.00535178267329346,NA,-0.693983050233373,-0.0999271123231334,0.00322345523623011,2,3,"linear_theta",-0.3,"quadratic_theta",0.3,0.176038468071685,0.00536157770776706,NA,-0.694131023717973,-0.0999484191302829,0.00322414255258977,1.3,1.29999999999358,0.3,0.29999999999908,0.75,"sine",-0.2,2,3,49,0.8,0.726,0.699,0.0445,0.038
"237",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999088,0.6,"sine",-0.2,0.377978255641446,-0.024132482811056,0.00077846718745342,-0.693983050233373,-0.0999271123231334,0.00322345523623011,3,3,"quadratic_theta",-0.3,"quadratic_theta",0.3,0.37788298107092,-0.0241263998898794,0.000778270964189657,-0.694131023717973,-0.0999484191302829,0.00322414255258977,1.3,1.3,0.3,0.29999999999908,0.75,"sine",-0.2,3,3,52,0.8,0.7075,0.675,0.0445,0.0345
"238",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999088,0.6,"sine",-0.2,0.262364264467491,NA,NA,-0.693983050233373,-0.0999271123231334,0.00322345523623011,1,3,"constant",0,"quadratic_theta",0.3,0.262364264467491,NA,NA,-0.694131023717973,-0.0999484191302829,0.00322414255258977,1.3,1.3,0.3,0.29999999999908,0.75,"sine",-0.2,1,3,41,0.8,0.7295,0.7035,0.058,0.049
"239",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999088,0.6,"sine",-0.2,0.262364264467491,0,NA,-0.693983050233373,-0.0999271123231334,0.00322345523623011,2,3,"linear_theta",0,"quadratic_theta",0.3,0.262364264467491,0,NA,-0.694131023717973,-0.0999484191302829,0.00322414255258977,1.3,1.3,0.3,0.29999999999908,0.75,"sine",-0.2,2,3,51,0.8,0.709,0.6815,0.0515,0.044
"240",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999088,0.6,"sine",-0.2,0.262364264467491,0,0,-0.693983050233373,-0.0999271123231334,0.00322345523623011,3,3,"quadratic_theta",0,"quadratic_theta",0.3,0.262364264467491,0,0,-0.694131023717973,-0.0999484191302829,0.00322414255258977,1.3,1.3,0.3,0.29999999999908,0.75,"sine",-0.2,3,3,57,0.8,0.7,0.6665,0.0495,0.042
"242",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0.3,1.3,1.29999999999491,0.3,0.299999999999088,0.6,"sine",-0.2,0.347989147515444,-0.00545152711512445,NA,-0.693983050233373,-0.0999271123231334,0.00322345523623011,2,3,"linear_theta",0.3,"quadratic_theta",0.3,0.3473367445359,-0.00544130670291226,NA,-0.694131023717973,-0.0999484191302829,0.00322414255258977,1.3,1.29999999999477,0.3,0.29999999999908,0.75,"sine",-0.2,2,3,49,0.8,0.7045,0.68,0.0445,0.038
"243",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999088,0.6,"sine",-0.2,0.153696955821333,0.022130933836089,-0.000713901091486742,-0.693983050233373,-0.0999271123231334,0.00322345523623011,3,3,"quadratic_theta",0.3,"quadratic_theta",0.3,0.153732158192703,0.022136002650546,-0.000714064601630516,-0.694131023717973,-0.0999484191302829,0.00322414255258977,1.3,1.3,0.3,0.29999999999908,0.75,"sine",-0.2,3,3,58,0.8,0.7115,0.6885,0.046,0.038
"254",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999538,0.6,"constant",0,0.184643858019286,0.00562367080261785,NA,-0.834218851417824,-0.0254076807538424,NA,2,2,"linear_theta",-0.3,"linear_theta",-0.3,0.184643858019286,0.00562367080261785,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.75,"constant",0,2,2,51,0.8,0.696,0.669,0.05,0.0455
"256",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999538,0.6,"constant",0,0.262364264467491,NA,NA,-0.834218851417824,-0.0254076807538424,NA,1,2,"constant",0,"linear_theta",-0.3,0.262364264467491,NA,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.75,"constant",0,1,2,41,0.8,0.7255,0.7065,0.0535,0.048
"257",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999538,0.6,"constant",0,0.262364264467491,0,NA,-0.834218851417824,-0.0254076807538424,NA,2,2,"linear_theta",0,"linear_theta",-0.3,0.262364264467491,0,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.75,"constant",0,2,2,50,0.8,0.718,0.698,0.052,0.0425
"260",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",-0.3,1.3,1.29999999999159,0.3,0.299999999999538,0.6,"constant",0,0.332245620415579,-0.00520489222583153,NA,-0.834218851417824,-0.0254076807538424,NA,2,2,"linear_theta",0.3,"linear_theta",-0.3,0.332245620415579,-0.00520489222583153,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.29999999999159,0.3,0.299999999999538,0.75,"constant",0,2,2,47,0.8,0.7125,0.69,0.054,0.0465
"263",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",-0.3,1.3,1.29999999999564,0.3,0.300000000000103,0.6,"constant",0,0.177638447989872,0.00541030806060524,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",-0.3,"quadratic_theta",-0.3,0.177638447989872,0.00541030806060524,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.29999999999564,0.3,0.300000000000103,0.75,"constant",0,2,3,50,0.8,0.737,0.7125,0.054,0.0455
"264",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"constant",0,0.416209331636903,-0.0265733924944526,0.00085720620949847,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",-0.3,"quadratic_theta",-0.3,0.416209331636903,-0.0265733924944526,0.00085720620949847,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.75,"constant",0,3,3,58,0.8,0.71,0.689,0.036,0.025
"265",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"constant",0,0.262364264467491,NA,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1,3,"constant",0,"quadratic_theta",-0.3,0.262364264467491,NA,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.75,"constant",0,1,3,41,0.8,0.746,0.725,0.051,0.0425
"266",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"constant",0,0.262364264467491,0,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.75,"constant",0,2,3,51,0.8,0.7025,0.678,0.0475,0.041
"267",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"constant",0,0.262364264467491,0,0,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,0,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.75,"constant",0,3,3,57,0.8,0.7155,0.6835,0.0415,0.033
"269",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",-0.3,1.3,1.29999999999564,0.3,0.300000000000103,0.6,"constant",0,0.345357997868635,-0.00541030806060524,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",0.3,"quadratic_theta",-0.3,0.345357997868634,-0.00541030806060524,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.29999999999564,0.3,0.300000000000103,0.75,"constant",0,2,3,50,0.8,0.7245,0.6985,0.054,0.0455
"270",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",-0.3,1.3,1.29999999999408,0.3,0.300000000000103,0.6,"constant",0,0.142081677989225,0.0204584417309819,-0.000659949733257481,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",0.3,"quadratic_theta",-0.3,0.142081677989225,0.0204584417309819,-0.000659949733257482,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.29999999999408,0.3,0.300000000000103,0.75,"constant",0,3,3,54,0.8,0.7045,0.678,0.0365,0.0305
"274",0.05,0.2,30,"constant 0.5","constant",0,"constant",0,1.3,1.3,0.3,0.3,0.6,"constant",0,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1,1,"constant",0,"constant",0,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1.3,1.3,0.3,0.3,0.75,"constant",0,1,1,42,0.8,0.7315,0.7115,0.049,0.0445
"281",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"constant",0,0.177483385791244,0.00540558535404804,NA,-1.20397280432593,0,NA,2,2,"linear_theta",-0.3,"linear_theta",0,0.177483385791244,0.00540558535404805,NA,-1.20397280432593,0,NA,1.3,1.29999999999494,0.3,0.300000000000001,0.75,"constant",0,2,2,51,0.8,0.7,0.6725,0.0495,0.042
"283",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"constant",0,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1,2,"constant",0,"linear_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.75,"constant",0,1,2,42,0.8,0.7285,0.7075,0.0485,0.0415
"284",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"constant",0,0.262364264467491,0,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0,"linear_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.75,"constant",0,2,2,52,0.8,0.703,0.6775,0.0515,0.0475
"287",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"constant",0,0.345056531766733,-0.00540558535404804,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0.3,"linear_theta",0,0.345056531766734,-0.00540558535404805,NA,-1.20397280432593,0,NA,1.3,1.29999999999494,0.3,0.300000000000001,0.75,"constant",0,2,2,51,0.8,0.7025,0.6755,0.0495,0.042
"290",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"constant",0,0.177483385791244,0.00540558535404804,NA,-1.20397280432593,0,0,2,3,"linear_theta",-0.3,"quadratic_theta",0,0.177483385791244,0.00540558535404805,NA,-1.20397280432593,0,0,1.3,1.29999999999494,0.3,0.300000000000001,0.75,"constant",0,2,3,51,0.8,0.697,0.6695,0.052,0.0415
"291",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"constant",0,0.395553978131988,-0.0252546262533424,0.000814665363011045,-1.20397280432593,0,0,3,3,"quadratic_theta",-0.3,"quadratic_theta",0,0.395553978131988,-0.0252546262533424,0.000814665363011045,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.75,"constant",0,3,3,57,0.8,0.708,0.686,0.045,0.0325
"292",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"constant",0,0.262364264467491,NA,NA,-1.20397280432593,0,0,1,3,"constant",0,"quadratic_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.75,"constant",0,1,3,42,0.8,0.7265,0.7035,0.049,0.041
"293",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"constant",0,0.262364264467491,0,NA,-1.20397280432593,0,0,2,3,"linear_theta",0,"quadratic_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.75,"constant",0,2,3,52,0.8,0.701,0.677,0.0535,0.0475
"294",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"constant",0,0.262364264467491,0,0,-1.20397280432593,0,0,3,3,"quadratic_theta",0,"quadratic_theta",0,0.262364264467491,0,0,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.75,"constant",0,3,3,60,0.8,0.694,0.6645,0.0445,0.038
"296",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"constant",0,0.345056531766733,-0.00540558535404804,NA,-1.20397280432593,0,0,2,3,"linear_theta",0.3,"quadratic_theta",0,0.345056531766734,-0.00540558535404805,NA,-1.20397280432593,0,0,1.3,1.29999999999494,0.3,0.300000000000001,0.75,"constant",0,2,3,51,0.8,0.703,0.675,0.052,0.0415
"297",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"constant",0,0.14780952408058,0.0212831983580321,-0.000686554785742971,-1.20397280432593,0,0,3,3,"quadratic_theta",0.3,"quadratic_theta",0,0.147809524080581,0.0212831983580321,-0.000686554785742972,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.75,"constant",0,3,3,58,0.8,0.702,0.6805,0.038,0.0325
"308",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0.3,1.3,1.29999999999159,0.3,0.299999999999538,0.6,"constant",0,0.170893961414802,0.00520489222583153,NA,-1.62185695478694,0.0254076807538424,NA,2,2,"linear_theta",-0.3,"linear_theta",0.3,0.170893961414802,0.00520489222583153,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.29999999999159,0.3,0.299999999999538,0.75,"constant",0,2,2,47,0.8,0.7285,0.7005,0.052,0.039
"310",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999538,0.6,"constant",0,0.262364264467491,NA,NA,-1.62185695478694,0.0254076807538424,NA,1,2,"constant",0,"linear_theta",0.3,0.262364264467491,NA,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.75,"constant",0,1,2,41,0.8,0.74,0.7195,0.0615,0.0525
"311",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999538,0.6,"constant",0,0.262364264467491,0,NA,-1.62185695478694,0.0254076807538424,NA,2,2,"linear_theta",0,"linear_theta",0.3,0.262364264467491,0,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.75,"constant",0,2,2,50,0.8,0.726,0.6975,0.0555,0.0475
"314",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999538,0.6,"constant",0,0.35897765290044,-0.00562367080261786,NA,-1.62185695478694,0.0254076807538424,NA,2,2,"linear_theta",0.3,"linear_theta",0.3,0.35897765290044,-0.00562367080261786,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.75,"constant",0,2,2,51,0.8,0.6875,0.6635,0.058,0.052
"317",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0.3,1.3,1.29999999999418,0.3,0.299999999999047,0.6,"constant",0,0.177333147793873,0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",-0.3,"quadratic_theta",0.3,0.177333147793873,0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.29999999999418,0.3,0.299999999999047,0.75,"constant",0,2,3,49,0.8,0.733,0.713,0.0455,0.037
"318",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"constant",0,0.377504039146773,-0.024102205880477,0.000777490512273453,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",-0.3,"quadratic_theta",0.3,0.377504039146773,-0.024102205880477,0.000777490512273453,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.75,"constant",0,3,3,52,0.8,0.714,0.682,0.0445,0.0365
"319",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"constant",0,0.262364264467491,NA,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1,3,"constant",0,"quadratic_theta",0.3,0.262364264467491,NA,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.75,"constant",0,1,3,41,0.8,0.7405,0.722,0.0545,0.0475
"320",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"constant",0,0.262364264467491,0,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",0,"quadratic_theta",0.3,0.262364264467491,0,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.75,"constant",0,2,3,51,0.8,0.6915,0.6645,0.052,0.044
"321",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"constant",0,0.262364264467491,0,0,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0,"quadratic_theta",0.3,0.262364264467491,0,0,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.75,"constant",0,3,3,57,0.8,0.6955,0.672,0.039,0.0325
"323",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0.3,1.3,1.29999999999418,0.3,0.299999999999047,0.6,"constant",0,0.344764444695702,-0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",0.3,"quadratic_theta",0.3,0.344764444695702,-0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.29999999999418,0.3,0.299999999999047,0.75,"constant",0,2,3,49,0.8,0.736,0.717,0.0455,0.037
"324",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"constant",0,0.15387255040673,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0.3,"quadratic_theta",0.3,0.15387255040673,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.75,"constant",0,3,3,58,0.8,0.713,0.6865,0.04,0.031
"335",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999538,0.6,"linear",0,0.184643858019286,0.00562367080261785,NA,-0.834218851417824,-0.0254076807538424,NA,2,2,"linear_theta",-0.3,"linear_theta",-0.3,0.184643858019286,0.00562367080261785,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.75,"linear",0,2,2,51,0.8,0.696,0.669,0.05,0.0455
"337",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999538,0.6,"linear",0,0.262364264467491,NA,NA,-0.834218851417824,-0.0254076807538424,NA,1,2,"constant",0,"linear_theta",-0.3,0.262364264467491,NA,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.75,"linear",0,1,2,41,0.8,0.7255,0.7065,0.0535,0.048
"338",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999538,0.6,"linear",0,0.262364264467491,0,NA,-0.834218851417824,-0.0254076807538424,NA,2,2,"linear_theta",0,"linear_theta",-0.3,0.262364264467491,0,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.75,"linear",0,2,2,50,0.8,0.718,0.698,0.052,0.0425
"341",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",-0.3,1.3,1.29999999999159,0.3,0.299999999999538,0.6,"linear",0,0.332245620415579,-0.00520489222583153,NA,-0.834218851417824,-0.0254076807538424,NA,2,2,"linear_theta",0.3,"linear_theta",-0.3,0.332245620415579,-0.00520489222583153,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.29999999999159,0.3,0.299999999999538,0.75,"linear",0,2,2,47,0.8,0.7125,0.69,0.054,0.0465
"344",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",-0.3,1.3,1.29999999999564,0.3,0.300000000000103,0.6,"linear",0,0.177638447989872,0.00541030806060524,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",-0.3,"quadratic_theta",-0.3,0.177638447989872,0.00541030806060524,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.29999999999564,0.3,0.300000000000103,0.75,"linear",0,2,3,50,0.8,0.737,0.7125,0.054,0.0455
"345",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0,0.416209331636903,-0.0265733924944526,0.00085720620949847,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",-0.3,"quadratic_theta",-0.3,0.416209331636903,-0.0265733924944526,0.00085720620949847,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.75,"linear",0,3,3,58,0.8,0.71,0.689,0.036,0.025
"346",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0,0.262364264467491,NA,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1,3,"constant",0,"quadratic_theta",-0.3,0.262364264467491,NA,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.75,"linear",0,1,3,41,0.8,0.746,0.725,0.051,0.0425
"347",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0,0.262364264467491,0,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.75,"linear",0,2,3,51,0.8,0.7025,0.678,0.0475,0.041
