"","gamma","b","m","pt_shape","ft_t_shape","ft_t_theta","gt_t_shape","gt_t_theta","ATE_t","ATE_t_empirical","ASPNC_t","ASPNC_t_empirical","AvgTau_t","tau_t_shape","tau_t_theta","beta_t0","beta_t1","beta_t2","alpha_t0","alpha_t1","alpha_t2","p","q","ft_w_shape","ft_w_theta","gt_w_shape","gt_w_theta","beta_w0","beta_w1","beta_w2","alpha_w0","alpha_w1","alpha_w2","ATE_w","ATE_w_empirical","ASPNC_w","ASPNC_w_empirical","AvgTau_w","tau_w_shape","tau_w_theta","p_w","q_w","n","AvgTau_tw_ratio"
"2911",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999006,0.6,"sine",0.2,0.262364264467491,NA,NA,-0.695455868787603,-0.100139184512866,0.00323029627460857,1,3,"constant",0,"quadratic_theta",0.3,0.262364264467491,NA,NA,-0.695529108105979,-0.100149730294339,0.0032306364611077,1.3,1.3,0.3,0.299999999999002,0.545454545454545,"sine",0.2,1,3,55,1.1
"2912",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999006,0.6,"sine",0.2,0.262364264467491,0,NA,-0.695455868787603,-0.100139184512866,0.00323029627460857,2,3,"linear_theta",0,"quadratic_theta",0.3,0.262364264467491,0,NA,-0.695529108105979,-0.100149730294339,0.0032306364611077,1.3,1.3,0.3,0.299999999999002,0.545454545454545,"sine",0.2,2,3,68,1.1
"2913",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999006,0.6,"sine",0.2,0.262364264467491,0,0,-0.695455868787603,-0.100139184512866,0.00323029627460857,3,3,"quadratic_theta",0,"quadratic_theta",0.3,0.262364264467491,0,0,-0.695529108105979,-0.100149730294339,0.0032306364611077,1.3,1.3,0.3,0.299999999999002,0.545454545454545,"sine",0.2,3,3,77,1.1
"2915",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0.3,1.3,1.29999999999338,0.3,0.299999999999006,0.6,"sine",0.2,0.341630533588422,-0.00535191436430948,NA,-0.695455868787603,-0.100139184512866,0.00323029627460857,2,3,"linear_theta",0.3,"quadratic_theta",0.3,0.341321981047154,-0.00534708064303635,NA,-0.695529108105979,-0.100149730294339,0.0032306364611077,1.3,1.2999999999933,0.3,0.299999999999002,0.545454545454545,"sine",0.2,2,3,65,1.1
"2916",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999006,0.6,"sine",0.2,0.154047106693637,0.022181352308896,-0.000715527493835355,-0.695455868787603,-0.100139184512866,0.00323029627460857,3,3,"quadratic_theta",0.3,"quadratic_theta",0.3,0.154064505527743,0.022183857579377,-0.00071560830901216,-0.695529108105979,-0.100149730294339,0.0032306364611077,1.3,1.3,0.3,0.299999999999002,0.545454545454545,"sine",0.2,3,3,78,1.1
"3008",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",-0.3,1.3,1.2999999999951,0.3,0.299999999999943,0.6,"linear",-0.2,0.177745374423185,0.00541356470324423,NA,-0.804057142809468,-0.0244890500348061,NA,2,2,"linear_theta",-0.3,"linear_theta",-0.3,0.17636898068637,0.00537164408181839,NA,-0.79814178947694,-0.0243088869891454,NA,1.3,1.29999999999456,0.3,0.299999999999967,0.5,"linear",-0.2,2,2,75,1.2
"3010",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999943,0.6,"linear",-0.2,0.262364264467491,NA,NA,-0.804057142809468,-0.0244890500348061,NA,1,2,"constant",0,"linear_theta",-0.3,0.262364264467491,NA,NA,-0.79814178947694,-0.0243088869891454,NA,1.3,1.3,0.3,0.299999999999967,0.5,"linear",-0.2,1,2,60,1.2
"3011",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999943,0.6,"linear",-0.2,0.262364264467491,0,NA,-0.804057142809468,-0.0244890500348061,NA,2,2,"linear_theta",0,"linear_theta",-0.3,0.262364264467491,0,NA,-0.79814178947694,-0.0243088869891454,NA,1.3,1.3,0.3,0.299999999999967,0.5,"linear",-0.2,2,2,74,1.2
"3014",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",-0.3,1.3,1.2999999999949,0.3,0.299999999999943,0.6,"linear",-0.2,0.344596075739081,-0.00539837194369318,NA,-0.804057142809468,-0.0244890500348061,NA,2,2,"linear_theta",0.3,"linear_theta",-0.3,0.347323065402911,-0.00544109240840069,NA,-0.79814178947694,-0.0243088869891454,NA,1.3,1.29999999999546,0.3,0.299999999999967,0.5,"linear",-0.2,2,2,68,1.2
"3017",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",-0.3,1.3,1.29999999999364,0.3,0.300000000000103,0.6,"linear",-0.2,0.1728238407064,0.00526367027532183,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",-0.3,"quadratic_theta",-0.3,0.171895784014883,0.00523540458928578,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.29999999999317,0.3,0.300000000000103,0.5,"linear",-0.2,2,3,73,1.2
"3018",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",-0.2,0.416209331636903,-0.0265733924944526,0.000857206209498471,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",-0.3,"quadratic_theta",-0.3,0.416209331636903,-0.0265733924944526,0.000857206209498471,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.5,"linear",-0.2,3,3,84,1.2
"3019",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",-0.2,0.262364264467491,NA,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1,3,"constant",0,"quadratic_theta",-0.3,0.262364264467491,NA,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.5,"linear",-0.2,1,3,60,1.2
"3020",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",-0.2,0.262364264467491,0,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.5,"linear",-0.2,2,3,74,1.2
"3021",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",-0.2,0.262364264467491,0,0,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,0,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.5,"linear",-0.2,3,3,84,1.2
"3023",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",-0.2,0.355327936071764,-0.0055664950820642,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",0.3,"quadratic_theta",-0.3,0.3574009425901,-0.00559897038000157,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.5,"linear",-0.2,2,3,72,1.2
"3024",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",-0.3,1.3,1.29999999999408,0.3,0.300000000000103,0.6,"linear",-0.2,0.142081677989225,0.0204584417309819,-0.000659949733257482,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",0.3,"quadratic_theta",-0.3,0.142081677989225,0.0204584417309819,-0.000659949733257482,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.29999999999408,0.3,0.300000000000103,0.5,"linear",-0.2,3,3,79,1.2
"3028",0.05,0.2,30,"constant 0.5","constant",0,"constant",0,1.3,1.3,0.3,0.3,0.6,"linear",-0.2,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1,1,"constant",0,"constant",0,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1.3,1.3,0.3,0.3,0.5,"linear",-0.2,1,1,62,1.2
"3035",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0,1.3,1.29999999999201,0.3,0.300000000000001,0.6,"linear",-0.2,0.171453549663017,0.00522193552273149,NA,-1.20397280432593,0,NA,2,2,"linear_theta",-0.3,"linear_theta",0,0.170302092195552,0.00518686575214878,NA,-1.20397280432593,0,NA,1.3,1.29999999999131,0.3,0.300000000000002,0.5,"linear",-0.2,2,2,74,1.2
"3037",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",-0.2,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1,2,"constant",0,"linear_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000002,0.5,"linear",-0.2,1,2,62,1.2
"3038",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",-0.2,0.262364264467491,0,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0,"linear_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000002,0.5,"linear",-0.2,2,2,76,1.2
"3041",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",-0.2,0.357751578690776,-0.00560446337374584,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0.3,"linear_theta",0,0.360419196844581,-0.00564625373646864,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000002,0.5,"linear",-0.2,2,2,74,1.2
"3044",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0,1.3,1.29999999999201,0.3,0.300000000000001,0.6,"linear",-0.2,0.171453549663017,0.00522193552273149,NA,-1.20397280432593,0,0,2,3,"linear_theta",-0.3,"quadratic_theta",0,0.170302092195552,0.00518686575214878,NA,-1.20397280432593,0,0,1.3,1.29999999999131,0.3,0.300000000000002,0.5,"linear",-0.2,2,3,74,1.2
"3045",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",-0.2,0.395553978131988,-0.0252546262533424,0.000814665363011044,-1.20397280432593,0,0,3,3,"quadratic_theta",-0.3,"quadratic_theta",0,0.395553978131988,-0.0252546262533424,0.000814665363011045,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000002,0.5,"linear",-0.2,3,3,83,1.2
"3046",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",-0.2,0.262364264467491,NA,NA,-1.20397280432593,0,0,1,3,"constant",0,"quadratic_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000002,0.5,"linear",-0.2,1,3,62,1.2
"3047",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",-0.2,0.262364264467491,0,NA,-1.20397280432593,0,0,2,3,"linear_theta",0,"quadratic_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000002,0.5,"linear",-0.2,2,3,76,1.2
"3048",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",-0.2,0.262364264467491,0,0,-1.20397280432593,0,0,3,3,"quadratic_theta",0,"quadratic_theta",0,0.262364264467491,0,0,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000002,0.5,"linear",-0.2,3,3,87,1.2
"3050",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",-0.2,0.357751578690776,-0.00560446337374584,NA,-1.20397280432593,0,0,2,3,"linear_theta",0.3,"quadratic_theta",0,0.360419196844581,-0.00564625373646864,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000002,0.5,"linear",-0.2,2,3,74,1.2
"3051",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",-0.2,0.147809524080581,0.0212831983580321,-0.000686554785742972,-1.20397280432593,0,0,3,3,"quadratic_theta",0.3,"quadratic_theta",0,0.147809524080581,0.0212831983580321,-0.000686554785742972,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000002,0.5,"linear",-0.2,3,3,84,1.2
"3062",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0.3,1.3,1.29999999998748,0.3,0.299999999998052,0.6,"linear",-0.2,0.165496074770097,0.00504048958690652,NA,-1.68229096946365,0.0263544277200572,NA,2,2,"linear_theta",-0.3,"linear_theta",0.3,0.164516065294257,0.00501064158256621,NA,-1.69457960784881,0.0265469390263522,NA,1.3,1.29999999998657,0.3,0.299999999997546,0.5,"linear",-0.2,2,2,70,1.2
"3064",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999998052,0.6,"linear",-0.2,0.262364264467491,NA,NA,-1.68229096946365,0.0263544277200572,NA,1,2,"constant",0,"linear_theta",0.3,0.262364264467491,NA,NA,-1.69457960784881,0.0265469390263522,NA,1.3,1.3,0.3,0.299999999997546,0.5,"linear",-0.2,1,2,60,1.2
"3065",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999998052,0.6,"linear",-0.2,0.262364264467491,0,NA,-1.68229096946365,0.0263544277200572,NA,2,2,"linear_theta",0,"linear_theta",0.3,0.262364264467491,0,NA,-1.69457960784881,0.0265469390263522,NA,1.3,1.3,0.3,0.299999999997546,0.5,"linear",-0.2,2,2,74,1.2
"3068",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0.3,1.3,1.3,0.3,0.299999999998052,0.6,"linear",-0.2,0.372363821053877,-0.00583337578674481,NA,-1.68229096946365,0.0263544277200572,NA,2,2,"linear_theta",0.3,"linear_theta",0.3,0.375028164465466,-0.00587511484802297,NA,-1.69457960784881,0.0265469390263522,NA,1.3,1.3,0.3,0.299999999997546,0.5,"linear",-0.2,2,2,75,1.2
"3071",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0.3,1.3,1.29999999999014,0.3,0.299999999999047,0.6,"linear",-0.2,0.170146156262604,0.00518211643439404,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",-0.3,"quadratic_theta",0.3,0.168785961020864,0.00514068916814815,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.29999999998916,0.3,0.299999999999048,0.5,"linear",-0.2,2,3,71,1.2
"3072",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",-0.2,0.377504039146773,-0.0241022058804771,0.000777490512273453,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",-0.3,"quadratic_theta",0.3,0.377504039146773,-0.024102205880477,0.000777490512273453,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999048,0.5,"linear",-0.2,3,3,75,1.2
"3073",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",-0.2,0.262364264467491,NA,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1,3,"constant",0,"quadratic_theta",0.3,0.262364264467491,NA,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999048,0.5,"linear",-0.2,1,3,60,1.2
"3074",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",-0.2,0.262364264467491,0,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",0,"quadratic_theta",0.3,0.262364264467491,0,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999048,0.5,"linear",-0.2,2,3,74,1.2
"3075",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",-0.2,0.262364264467491,0,0,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0,"quadratic_theta",0.3,0.262364264467491,0,0,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999048,0.5,"linear",-0.2,3,3,83,1.2
"3077",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",-0.2,0.360140370838448,-0.00564188570504096,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",0.3,"quadratic_theta",0.3,0.363404922956986,-0.00569302751368647,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999048,0.5,"linear",-0.2,2,3,72,1.2
"3078",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",-0.2,0.15387255040673,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0.3,"quadratic_theta",0.3,0.15387255040673,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999048,0.5,"linear",-0.2,3,3,85,1.2
"3089",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999655,0.6,"sine",-0.2,0.183489759400185,0.00558852059086858,NA,-0.829243282842297,-0.0252561405941816,NA,2,2,"linear_theta",-0.3,"linear_theta",-0.3,0.183258232867496,0.00558146902134505,NA,-0.82824769294428,-0.0252258180592166,NA,1.3,1.3,0.3,0.299999999999675,0.5,"sine",-0.2,2,2,75,1.2
"3091",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999655,0.6,"sine",-0.2,0.262364264467491,NA,NA,-0.829243282842297,-0.0252561405941816,NA,1,2,"constant",0,"linear_theta",-0.3,0.262364264467491,NA,NA,-0.82824769294428,-0.0252258180592166,NA,1.3,1.3,0.3,0.299999999999675,0.5,"sine",-0.2,1,2,61,1.2
"3092",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999655,0.6,"sine",-0.2,0.262364264467491,0,NA,-0.829243282842297,-0.0252561405941816,NA,2,2,"linear_theta",0,"linear_theta",-0.3,0.262364264467491,0,NA,-0.82824769294428,-0.0252258180592166,NA,1.3,1.3,0.3,0.299999999999675,0.5,"sine",-0.2,2,2,74,1.2
"3095",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",-0.3,1.3,1.2999999999923,0.3,0.299999999999655,0.6,"sine",-0.2,0.33421047707525,-0.00523567327010835,NA,-0.829243282842297,-0.0252561405941816,NA,2,2,"linear_theta",0.3,"linear_theta",-0.3,0.334611152191286,-0.00524195016487654,NA,-0.82824769294428,-0.0252258180592166,NA,1.3,1.29999999999243,0.3,0.299999999999675,0.5,"sine",-0.2,2,2,69,1.2
"3098",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",-0.3,1.3,1.29999999999546,0.3,0.300000000000101,0.6,"sine",-0.2,0.177145472838715,0.00539529358899641,NA,-1.87513840014018,0.119720498558679,-0.00386195156640902,2,3,"linear_theta",-0.3,"quadratic_theta",-0.3,0.177047114876748,0.00539229791502785,NA,-1.87553042964786,0.119745528160818,-0.0038627589729296,1.3,1.29999999999543,0.3,0.300000000000101,0.5,"sine",-0.2,2,3,73,1.2
"3099",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000101,0.6,"sine",-0.2,0.416607810764102,-0.0265988338804163,0.000858026899368269,-1.87513840014018,0.119720498558679,-0.00386195156640902,3,3,"quadratic_theta",-0.3,"quadratic_theta",-0.3,0.416687766108038,-0.0266039387268841,0.00085819157183497,-1.87553042964786,0.119745528160818,-0.0038627589729296,1.3,1.3,0.3,0.300000000000101,0.5,"sine",-0.2,3,3,85,1.2
"3100",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000101,0.6,"sine",-0.2,0.262364264467491,NA,NA,-1.87513840014018,0.119720498558679,-0.00386195156640902,1,3,"constant",0,"quadratic_theta",-0.3,0.262364264467491,NA,NA,-1.87553042964786,0.119745528160818,-0.0038627589729296,1.3,1.3,0.3,0.300000000000101,0.5,"sine",-0.2,1,3,60,1.2
"3101",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000101,0.6,"sine",-0.2,0.262364264467491,0,NA,-1.87513840014018,0.119720498558679,-0.00386195156640902,2,3,"linear_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,NA,-1.87553042964786,0.119745528160818,-0.0038627589729296,1.3,1.3,0.3,0.300000000000101,0.5,"sine",-0.2,2,3,75,1.2
"3102",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000101,0.6,"sine",-0.2,0.262364264467491,0,0,-1.87513840014018,0.119720498558679,-0.00386195156640902,3,3,"quadratic_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,0,-1.87553042964786,0.119745528160818,-0.0038627589729296,1.3,1.3,0.3,0.300000000000101,0.5,"sine",-0.2,3,3,84,1.2
"3104",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",-0.3,1.3,1.29999999999583,0.3,0.300000000000101,0.6,"sine",-0.2,0.346333386338067,-0.00542558829772428,NA,-1.87513840014018,0.119720498558679,-0.00386195156640902,2,3,"linear_theta",0.3,"quadratic_theta",-0.3,0.346529478606554,-0.00542866023926716,NA,-1.87553042964786,0.119745528160818,-0.0038627589729296,1.3,1.29999999999587,0.3,0.300000000000101,0.5,"sine",-0.2,2,3,73,1.2
"3105",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",-0.3,1.3,1.29999999999404,0.3,0.300000000000101,0.6,"sine",-0.2,0.14198421427318,0.0204444078612823,-0.000659497027783301,-1.87513840014018,0.119720498558679,-0.00386195156640902,3,3,"quadratic_theta",0.3,"quadratic_theta",-0.3,0.141964701951795,0.020441598268267,-0.000659406395750547,-1.87553042964786,0.119745528160818,-0.0038627589729296,1.3,1.29999999999404,0.3,0.300000000000101,0.5,"sine",-0.2,3,3,80,1.2
"3109",0.05,0.2,30,"constant 0.5","constant",0,"constant",0,1.3,1.3,0.3,0.3,0.6,"sine",-0.2,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1,1,"constant",0,"constant",0,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1.3,1.3,0.3,0.3,0.5,"sine",-0.2,1,1,62,1.2
"3116",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0,1.3,1.29999999999454,0.3,0.300000000000001,0.6,"sine",-0.2,0.176499787241293,0.00537562803780587,NA,-1.20397280432593,0,NA,2,2,"linear_theta",-0.3,"linear_theta",0,0.176303803412984,0.00536965898719747,NA,-1.20397280432593,0,NA,1.3,1.29999999999446,0.3,0.300000000000001,0.5,"sine",-0.2,2,2,74,1.2
"3118",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",-0.2,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1,2,"constant",0,"linear_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.5,"sine",-0.2,1,2,62,1.2
"3119",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",-0.2,0.262364264467491,0,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0,"linear_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.5,"sine",-0.2,2,2,77,1.2
"3122",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0,1.3,1.29999999999535,0.3,0.300000000000001,0.6,"sine",-0.2,0.347007048788297,-0.00543614175647462,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0.3,"linear_theta",0,0.347401629514393,-0.00544232317777117,NA,-1.20397280432593,0,NA,1.3,1.29999999999543,0.3,0.300000000000001,0.5,"sine",-0.2,2,2,74,1.2
"3125",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0,1.3,1.29999999999454,0.3,0.300000000000001,0.6,"sine",-0.2,0.176499787241293,0.00537562803780587,NA,-1.20397280432593,0,0,2,3,"linear_theta",-0.3,"quadratic_theta",0,0.176303803412984,0.00536965898719747,NA,-1.20397280432593,0,0,1.3,1.29999999999446,0.3,0.300000000000001,0.5,"sine",-0.2,2,3,74,1.2
"3126",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",-0.2,0.396006735475736,-0.0252835330982535,0.000815597841879144,-1.20397280432593,0,0,3,3,"quadratic_theta",-0.3,"quadratic_theta",0,0.396097769638534,-0.025289345285426,0.000815785331787935,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.5,"sine",-0.2,3,3,84,1.2
"3127",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",-0.2,0.262364264467491,NA,NA,-1.20397280432593,0,0,1,3,"constant",0,"quadratic_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.5,"sine",-0.2,1,3,62,1.2
"3128",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",-0.2,0.262364264467491,0,NA,-1.20397280432593,0,0,2,3,"linear_theta",0,"quadratic_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.5,"sine",-0.2,2,3,77,1.2
"3129",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",-0.2,0.262364264467491,0,0,-1.20397280432593,0,0,3,3,"quadratic_theta",0,"quadratic_theta",0,0.262364264467491,0,0,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.5,"sine",-0.2,3,3,87,1.2
