"","gamma","b","m","pt_shape","ft_t_shape","ft_t_theta","gt_t_shape","gt_t_theta","ATE_t","ATE_t_empirical","ASPNC_t","ASPNC_t_empirical","AvgTau_t","tau_t_shape","tau_t_theta","beta_t0","beta_t1","beta_t2","alpha_t0","alpha_t1","alpha_t2","p","q","ft_w_shape","ft_w_theta","gt_w_shape","gt_w_theta","beta_w0","beta_w1","beta_w2","alpha_w0","alpha_w1","alpha_w2","ATE_w","ATE_w_empirical","ASPNC_w","ASPNC_w_empirical","AvgTau_w","tau_w_shape","tau_w_theta","p_w","q_w","n","AvgTau_tw_ratio"
"486",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"sine",0,0.15387255040673,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0.3,"quadratic_theta",0.3,0.15387255040673,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.75,"sine",0,3,3,58,0.8
"578",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999998052,0.6,"linear",0.2,0.191529171664788,0.0058333757867448,NA,-0.865303710141878,-0.0263544277200572,NA,2,2,"linear_theta",-0.3,"linear_theta",-0.3,0.190155905698714,0.00579155042737201,NA,-0.859016618054874,-0.0261629426818743,NA,1.3,1.3,0.3,0.29999999999848,0.75,"linear",0.2,2,2,51,0.8
"580",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999998052,0.6,"linear",0.2,0.262364264467491,NA,NA,-0.865303710141878,-0.0263544277200572,NA,1,2,"constant",0,"linear_theta",-0.3,0.262364264467491,NA,NA,-0.859016618054874,-0.0261629426818743,NA,1.3,1.3,0.3,0.29999999999848,0.75,"linear",0.2,1,2,41,0.8
"581",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999998052,0.6,"linear",0.2,0.262364264467491,0,NA,-0.865303710141878,-0.0263544277200572,NA,2,2,"linear_theta",0,"linear_theta",-0.3,0.262364264467491,0,NA,-0.859016618054874,-0.0261629426818743,NA,1.3,1.3,0.3,0.29999999999848,0.75,"linear",0.2,2,2,50,0.8
"584",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",-0.3,1.3,1.29999999998748,0.3,0.299999999998052,0.6,"linear",0.2,0.3217512519642,-0.00504048958690652,NA,-0.865303710141878,-0.0263544277200572,NA,2,2,"linear_theta",0.3,"linear_theta",-0.3,0.323717934611075,-0.00507129923672703,NA,-0.859016618054874,-0.0261629426818743,NA,1.3,1.29999999998836,0.3,0.29999999999848,0.75,"linear",0.2,2,2,48,0.8
"587",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0.2,0.182766588527774,0.00556649508206419,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",-0.3,"quadratic_theta",-0.3,0.181714256066504,0.00553444434720318,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.75,"linear",0.2,2,3,50,0.8
"588",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0.2,0.416209331636903,-0.0265733924944526,0.00085720620949847,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",-0.3,"quadratic_theta",-0.3,0.416209331636903,-0.0265733924944526,0.00085720620949847,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.75,"linear",0.2,3,3,58,0.8
"589",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0.2,0.262364264467491,NA,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1,3,"constant",0,"quadratic_theta",-0.3,0.262364264467491,NA,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.75,"linear",0.2,1,3,41,0.8
"590",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0.2,0.262364264467491,0,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.75,"linear",0.2,2,3,51,0.8
"591",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0.2,0.262364264467491,0,0,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,0,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.75,"linear",0.2,3,3,57,0.8
"593",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",-0.3,1.3,1.29999999999364,0.3,0.300000000000103,0.6,"linear",0.2,0.335997619241377,-0.00526367027532183,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",0.3,"quadratic_theta",-0.3,0.337823898792171,-0.00529228039883296,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.29999999999408,0.3,0.300000000000103,0.75,"linear",0.2,2,3,50,0.8
"594",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",-0.3,1.3,1.29999999999408,0.3,0.300000000000103,0.6,"linear",0.2,0.142081677989225,0.0204584417309819,-0.000659949733257481,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",0.3,"quadratic_theta",-0.3,0.142081677989225,0.0204584417309819,-0.000659949733257482,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.29999999999408,0.3,0.300000000000103,0.75,"linear",0.2,3,3,54,0.8
"598",0.05,0.2,30,"constant 0.5","constant",0,"constant",0,1.3,1.3,0.3,0.3,0.6,"linear",0.2,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1,1,"constant",0,"constant",0,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1.3,1.3,0.3,0.3,0.75,"linear",0.2,1,1,42,0.8
"605",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,0.184013214104655,0.00560446337374584,NA,-1.20397280432593,0,NA,2,2,"linear_theta",-0.3,"linear_theta",0,0.182663959912858,0.00556336933744745,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.75,"linear",0.2,2,2,51,0.8
"607",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1,2,"constant",0,"linear_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.75,"linear",0.2,1,2,42,0.8
"608",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,0.262364264467491,0,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0,"linear_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.75,"linear",0.2,2,2,52,0.8
"611",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0,1.3,1.29999999999201,0.3,0.300000000000001,0.6,"linear",0.2,0.333333550867694,-0.00522193552273149,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0.3,"linear_theta",0,0.335606308770585,-0.00525754008517887,NA,-1.20397280432593,0,NA,1.3,1.29999999999267,0.3,0.300000000000001,0.75,"linear",0.2,2,2,51,0.8
"614",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,0.184013214104655,0.00560446337374584,NA,-1.20397280432593,0,0,2,3,"linear_theta",-0.3,"quadratic_theta",0,0.182663959912858,0.00556336933744745,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.75,"linear",0.2,2,3,51,0.8
"615",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,0.395553978131988,-0.0252546262533424,0.000814665363011045,-1.20397280432593,0,0,3,3,"quadratic_theta",-0.3,"quadratic_theta",0,0.395553978131988,-0.0252546262533424,0.000814665363011044,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.75,"linear",0.2,3,3,57,0.8
"616",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,0.262364264467491,NA,NA,-1.20397280432593,0,0,1,3,"constant",0,"quadratic_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.75,"linear",0.2,1,3,42,0.8
"617",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,0.262364264467491,0,NA,-1.20397280432593,0,0,2,3,"linear_theta",0,"quadratic_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.75,"linear",0.2,2,3,52,0.8
"618",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,0.262364264467491,0,0,-1.20397280432593,0,0,3,3,"quadratic_theta",0,"quadratic_theta",0,0.262364264467491,0,0,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.75,"linear",0.2,3,3,60,0.8
"620",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0,1.3,1.29999999999201,0.3,0.300000000000001,0.6,"linear",0.2,0.333333550867694,-0.00522193552273149,NA,-1.20397280432593,0,0,2,3,"linear_theta",0.3,"quadratic_theta",0,0.335606308770585,-0.00525754008517887,NA,-1.20397280432593,0,0,1.3,1.29999999999267,0.3,0.300000000000001,0.75,"linear",0.2,2,3,51,0.8
"621",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,0.147809524080581,0.0212831983580321,-0.000686554785742972,-1.20397280432593,0,0,3,3,"quadratic_theta",0.3,"quadratic_theta",0,0.147809524080581,0.0212831983580321,-0.000686554785742971,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.75,"linear",0.2,3,3,58,0.8
"632",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0.3,1.3,1.2999999999949,0.3,0.299999999999943,0.6,"linear",0.2,0.177246545484593,0.00539837194369318,NA,-1.56321769388846,0.0244890500348061,NA,2,2,"linear_theta",-0.3,"linear_theta",0.3,0.175890337202298,0.0053570661076842,NA,-1.57479524282217,0.0246704215585719,NA,1.3,1.29999999999431,0.3,0.299999999999908,0.75,"linear",0.2,2,2,47,0.8
"634",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999943,0.6,"linear",0.2,0.262364264467491,NA,NA,-1.56321769388846,0.0244890500348061,NA,1,2,"constant",0,"linear_theta",0.3,0.262364264467491,NA,NA,-1.57479524282217,0.0246704215585719,NA,1.3,1.3,0.3,0.299999999999908,0.75,"linear",0.2,1,2,41,0.8
"635",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999943,0.6,"linear",0.2,0.262364264467491,0,NA,-1.56321769388846,0.0244890500348061,NA,2,2,"linear_theta",0,"linear_theta",0.3,0.262364264467491,0,NA,-1.57479524282217,0.0246704215585719,NA,1.3,1.3,0.3,0.299999999999908,0.75,"linear",0.2,2,2,50,0.8
"638",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0.3,1.3,1.2999999999951,0.3,0.299999999999943,0.6,"linear",0.2,0.345565880223757,-0.00541356470324423,NA,-1.56321769388846,0.0244890500348061,NA,2,2,"linear_theta",0.3,"linear_theta",0.3,0.348245068023162,-0.00545553631367878,NA,-1.57479524282217,0.0246704215585719,NA,1.3,1.29999999999559,0.3,0.299999999999908,0.75,"linear",0.2,2,2,51,0.8
"641",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0.2,0.185241913982178,0.00564188570504096,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",-0.3,"quadratic_theta",0.3,0.183596674768191,0.00559177689649313,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.75,"linear",0.2,2,3,49,0.8
"642",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0.2,0.377504039146773,-0.024102205880477,0.000777490512273453,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",-0.3,"quadratic_theta",0.3,0.377504039146773,-0.024102205880477,0.000777490512273453,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.75,"linear",0.2,3,3,52,0.8
"643",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0.2,0.262364264467491,NA,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1,3,"constant",0,"quadratic_theta",0.3,0.262364264467491,NA,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.75,"linear",0.2,1,3,41,0.8
"644",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0.2,0.262364264467491,0,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",0,"quadratic_theta",0.3,0.262364264467491,0,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.75,"linear",0.2,2,3,51,0.8
"645",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0.2,0.262364264467491,0,0,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0,"quadratic_theta",0.3,0.262364264467491,0,0,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.75,"linear",0.2,3,3,57,0.8
"647",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0.3,1.3,1.29999999999014,0.3,0.299999999999047,0.6,"linear",0.2,0.330791765728819,-0.00518211643439404,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",0.3,"quadratic_theta",0.3,0.33348423640232,-0.00522429613162904,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.29999999999106,0.3,0.299999999999047,0.75,"linear",0.2,2,3,49,0.8
"648",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0.2,0.15387255040673,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0.3,"quadratic_theta",0.3,0.15387255040673,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.75,"linear",0.2,3,3,58,0.8
"659",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999393,0.6,"sine",0.2,0.185791936872985,0.00565863767125842,NA,-0.839190108891188,-0.0255590896108991,NA,2,2,"linear_theta",-0.3,"linear_theta",-0.3,0.185562811060701,0.00565165922012288,NA,-0.838196224607897,-0.0255288190235908,NA,1.3,1.3,0.3,0.299999999999425,0.75,"sine",0.2,2,2,51,0.8
"661",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999393,0.6,"sine",0.2,0.262364264467491,NA,NA,-0.839190108891188,-0.0255590896108991,NA,1,2,"constant",0,"linear_theta",-0.3,0.262364264467491,NA,NA,-0.838196224607897,-0.0255288190235908,NA,1.3,1.3,0.3,0.299999999999425,0.75,"sine",0.2,1,2,41,0.8
"662",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999393,0.6,"sine",0.2,0.262364264467491,0,NA,-0.839190108891188,-0.0255590896108991,NA,2,2,"linear_theta",0,"linear_theta",-0.3,0.262364264467491,0,NA,-0.838196224607897,-0.0255288190235908,NA,1.3,1.3,0.3,0.299999999999425,0.75,"sine",0.2,2,2,50,0.8
"665",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",-0.3,1.3,1.29999999999085,0.3,0.299999999999393,0.6,"sine",0.2,0.330342994385913,-0.00517508607393075,NA,-0.839190108891188,-0.0255590896108991,NA,2,2,"linear_theta",0.3,"linear_theta",-0.3,0.330718666351533,-0.00518097127443656,NA,-0.838196224607897,-0.0255288190235908,NA,1.3,1.299999999991,0.3,0.299999999999425,0.75,"sine",0.2,2,2,47,0.8
"668",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",-0.3,1.3,1.2999999999958,0.3,0.300000000000105,0.6,"sine",0.2,0.178133403961684,0.00542538286177719,NA,-1.87124736199048,0.1194720704815,-0.00385393775746773,2,3,"linear_theta",-0.3,"quadratic_theta",-0.3,0.178034253954088,0.00542236306459151,NA,-1.87163408752101,0.119496761444747,-0.00385473424015312,1.3,1.29999999999577,0.3,0.300000000000104,0.75,"sine",0.2,2,3,50,0.8
"669",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000105,0.6,"sine",0.2,0.415813004830338,-0.0265480885260252,0.000856389952452424,-1.87124736199048,0.1194720704815,-0.00385393775746773,3,3,"quadratic_theta",-0.3,"quadratic_theta",-0.3,0.415892098680757,-0.0265531383693884,0.000856552850625432,-1.87163408752101,0.119496761444747,-0.00385473424015312,1.3,1.3,0.3,0.300000000000104,0.75,"sine",0.2,3,3,58,0.8
"670",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000105,0.6,"sine",0.2,0.262364264467491,NA,NA,-1.87124736199048,0.1194720704815,-0.00385393775746773,1,3,"constant",0,"quadratic_theta",-0.3,0.262364264467491,NA,NA,-1.87163408752101,0.119496761444747,-0.00385473424015312,1.3,1.3,0.3,0.300000000000104,0.75,"sine",0.2,1,3,41,0.8
"671",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000105,0.6,"sine",0.2,0.262364264467491,0,NA,-1.87124736199048,0.1194720704815,-0.00385393775746773,2,3,"linear_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,NA,-1.87163408752101,0.119496761444747,-0.00385473424015312,1.3,1.3,0.3,0.300000000000104,0.75,"sine",0.2,2,3,51,0.8
"672",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000105,0.6,"sine",0.2,0.262364264467491,0,0,-1.87124736199048,0.1194720704815,-0.00385393775746773,3,3,"quadratic_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,0,-1.87163408752101,0.119496761444747,-0.00385473424015312,1.3,1.3,0.3,0.300000000000104,0.75,"sine",0.2,3,3,57,0.8
"674",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",-0.3,1.3,1.29999999999544,0.3,0.300000000000105,0.6,"sine",0.2,0.344390990503941,-0.00539515912016618,NA,-1.87124736199048,0.1194720704815,-0.00385393775746773,2,3,"linear_theta",0.3,"quadratic_theta",-0.3,0.344583726275991,-0.00539817847951945,NA,-1.87163408752101,0.119496761444747,-0.00385473424015312,1.3,1.29999999999548,0.3,0.300000000000104,0.75,"sine",0.2,2,3,50,0.8
"675",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",-0.3,1.3,1.29999999999412,0.3,0.300000000000105,0.6,"sine",0.2,0.142178978186556,0.0204724520555057,-0.000660401679209861,-1.87124736199048,0.1194720704815,-0.00385393775746773,3,3,"quadratic_theta",0.3,"quadratic_theta",-0.3,0.142159531252206,0.0204696518776159,-0.000660311350890834,-1.87163408752101,0.119496761444747,-0.00385473424015312,1.3,1.29999999999411,0.3,0.300000000000104,0.75,"sine",0.2,3,3,54,0.8
"679",0.05,0.2,30,"constant 0.5","constant",0,"constant",0,1.3,1.3,0.3,0.3,0.6,"sine",0.2,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1,1,"constant",0,"constant",0,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1.3,1.3,0.3,0.3,0.75,"sine",0.2,1,1,42,0.8
"686",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0,1.3,1.29999999999532,0.3,0.300000000000001,0.6,"sine",0.2,0.178473176463518,0.00543573126284827,NA,-1.20397280432593,0,NA,2,2,"linear_theta",-0.3,"linear_theta",0,0.178274719007296,0.00542968687331866,NA,-1.20397280432593,0,NA,1.3,1.29999999999525,0.3,0.300000000000001,0.75,"sine",0.2,2,2,50,0.8
"688",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1,2,"constant",0,"linear_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.75,"sine",0.2,1,2,42,0.8
"689",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,0.262364264467491,0,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0,"linear_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.75,"sine",0.2,2,2,52,0.8
"692",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0,1.3,1.29999999999451,0.3,0.300000000000001,0.6,"sine",0.2,0.343142520415636,-0.00537560084202041,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0.3,"linear_theta",0,0.343522453865356,-0.00538155280206825,NA,-1.20397280432593,0,NA,1.3,1.2999999999946,0.3,0.300000000000001,0.75,"sine",0.2,2,2,50,0.8
"695",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0,1.3,1.29999999999532,0.3,0.300000000000001,0.6,"sine",0.2,0.178473176463518,0.00543573126284827,NA,-1.20397280432593,0,0,2,3,"linear_theta",-0.3,"quadratic_theta",0,0.178274719007296,0.00542968687331866,NA,-1.20397280432593,0,0,1.3,1.29999999999525,0.3,0.300000000000001,0.75,"sine",0.2,2,3,51,0.8
"696",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,0.395105203914009,-0.0252259737159549,0.000813741087611449,-1.20397280432593,0,0,3,3,"quadratic_theta",-0.3,"quadratic_theta",0,0.395194642658394,-0.0252316840416927,0.000813925291667506,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.75,"sine",0.2,3,3,57,0.8
"697",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,0.262364264467491,NA,NA,-1.20397280432593,0,0,1,3,"constant",0,"quadratic_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.75,"sine",0.2,1,3,42,0.8
"698",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,0.262364264467491,0,NA,-1.20397280432593,0,0,2,3,"linear_theta",0,"quadratic_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.75,"sine",0.2,2,3,52,0.8
"699",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,0.262364264467491,0,0,-1.20397280432593,0,0,3,3,"quadratic_theta",0,"quadratic_theta",0,0.262364264467491,0,0,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.75,"sine",0.2,3,3,59,0.8
"701",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0,1.3,1.29999999999451,0.3,0.300000000000001,0.6,"sine",0.2,0.343142520415636,-0.00537560084202041,NA,-1.20397280432593,0,0,2,3,"linear_theta",0.3,"quadratic_theta",0,0.343522453865356,-0.00538155280206825,NA,-1.20397280432593,0,0,1.3,1.2999999999946,0.3,0.300000000000001,0.75,"sine",0.2,2,3,51,0.8
"702",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,0.147945620308469,0.0213027949505517,-0.000687186933888765,-1.20397280432593,0,0,3,3,"quadratic_theta",0.3,"quadratic_theta",0,0.147918446503968,0.0212988821751407,-0.000687060715327119,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.75,"sine",0.2,3,3,58,0.8
"713",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0.3,1.3,1.29999999999221,0.3,0.29999999999965,0.6,"sine",0.2,0.171829825355316,0.00523339569610099,NA,-1.6125554458343,0.0252619652088925,NA,2,2,"linear_theta",-0.3,"linear_theta",0.3,0.171641226375329,0.00522765156473083,NA,-1.61440753420459,0.0252909796481138,NA,1.3,1.29999999999209,0.3,0.29999999999963,0.75,"sine",0.2,2,2,47,0.8
"715",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0.3,1.3,1.3,0.3,0.29999999999965,0.6,"sine",0.2,0.262364264467491,NA,NA,-1.6125554458343,0.0252619652088925,NA,1,2,"constant",0,"linear_theta",0.3,0.262364264467491,NA,NA,-1.61440753420459,0.0252909796481138,NA,1.3,1.3,0.3,0.29999999999963,0.75,"sine",0.2,1,2,41,0.8
"716",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0.3,1.3,1.3,0.3,0.29999999999965,0.6,"sine",0.2,0.262364264467491,0,NA,-1.6125554458343,0.0252619652088925,NA,2,2,"linear_theta",0,"linear_theta",0.3,0.262364264467491,0,NA,-1.61440753420459,0.0252909796481138,NA,1.3,1.3,0.3,0.29999999999963,0.75,"sine",0.2,2,2,50,0.8
"719",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0.3,1.3,1.3,0.3,0.29999999999965,0.6,"sine",0.2,0.356871579209701,-0.00559067748109193,NA,-1.6125554458343,0.0252619652088925,NA,2,2,"linear_theta",0.3,"linear_theta",0.3,0.357291725177706,-0.00559725940226171,NA,-1.61440753420459,0.0252909796481138,NA,1.3,1.3,0.3,0.29999999999963,0.75,"sine",0.2,2,2,51,0.8
